id,name,instructions,prep_time,cook_time,complexity,cuisine_type,meal_type,calories,protein,carbs,fats,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,diabetes_friendly,hypertension_friendly,heart_healthy,low_fodmap,renal_friendly,glycemic_impact,dash_diet_score,anti_inflammatory_score,omega3_content,fiber_content,prep_difficulty,equipment_required,batch_cook_friendly,meal_prep_time,cost_rating,ingredient_accessibility,flavor_profile,texture_profile,optimal_serving_times,seasonality,satiety_index,palatability_score,keto_compatible,paleo_compatible,vegan_compatible,energy_density,meal_completeness,estimated_cost,serving_temperature
223,Recipe_223_Indian_snack,Instructions for recipe 223,6,15,Basic,Indian,snack,1089.8,76.9,79.6,39.3,0,0,0,0,1,1,1,1,0,47.5,8.4,4.5,2.1,6.6,Advanced,Professional,0,41,$,Specialty,Sweet,Chewy,Afternoon,Fall,0.6,4.4,1,0,0,Low,Snack,6.27,Cold
224,Recipe_224_Mediterranean_breakfast,Instructions for recipe 224,23,21,Intermediate,Mediterranean,breakfast,414.1,9.7,54.8,12.7,1,0,0,1,1,0,0,0,0,2.8,0.3,0.4,2.4,0.2,Beginner,Professional,0,13,$,Rare,Savory,Creamy,Evening,Summer,7.9,2.2,0,0,0,High,Side Dish,5.55,Hot
225,Recipe_225_Asian_dinner,Instructions for recipe 225,19,8,Basic,Asian,dinner,315.7,43.3,22.4,10.2,1,1,0,0,0,1,1,1,0,83.4,9.6,9.5,2.0,9.4,Beginner,Specialized,1,54,$$$,Rare,Savory,Crispy,Afternoon,Summer,3.4,2.4,0,0,1,Low,Complete Meal,15.86,Cold
226,Recipe_226_Mediterranean_snack,Instructions for recipe 226,28,58,Intermediate,Mediterranean,snack,858.8,31.3,104.9,54.6,1,0,0,0,1,0,1,0,1,54.9,9.3,8.0,4.6,1.7,Intermediate,Professional,0,80,$,Common,Savory,Crunchy,Anytime,Fall,3.4,5.4,1,0,1,Medium,Complete Meal,5.5,Cold
227,Recipe_227_Indian_snack,Instructions for recipe 227,68,50,Advanced,Indian,snack,834.5,39.0,107.0,28.7,0,0,0,0,0,0,1,0,1,88.6,7.0,7.4,3.1,12.9,Advanced,Specialized,1,93,$$,Rare,Sweet,Chewy,Evening,Summer,4.1,3.9,0,0,0,High,Side Dish,17.08,Cold
228,Recipe_228_Indian_dinner,Instructions for recipe 228,17,34,Intermediate,Indian,dinner,584.9,25.5,81.5,24.9,0,0,0,0,0,1,1,1,1,10.8,0.2,6.7,4.5,8.7,Beginner,Basic,1,25,$,Common,Umami,Chewy,Afternoon,Winter,3.5,6.2,1,1,1,High,Snack,10.34,Room Temp
229,Recipe_229_Mediterranean_lunch,Instructions for recipe 229,9,21,Basic,Mediterranean,lunch,342.0,14.5,17.7,27.0,0,0,0,0,0,0,1,1,1,8.1,2.0,3.9,1.1,6.9,Beginner,Professional,0,116,$,Rare,Spicy,Chewy,Evening,Summer,7.0,5.1,0,0,1,Medium,Side Dish,6.44,Hot
230,Recipe_230_Indian_snack,Instructions for recipe 230,24,56,Intermediate,Indian,snack,706.8,78.4,35.6,27.1,1,0,0,0,0,1,1,0,1,91.4,3.9,7.8,0.6,12.2,Intermediate,Professional,1,5,$$,Rare,Savory,Crispy,Evening,Summer,7.7,6.5,0,0,0,High,Snack,5.2,Room Temp
231,Recipe_231_Indian_dinner,Instructions for recipe 231,7,30,Basic,Indian,dinner,149.8,6.0,22.8,1.2,0,0,1,0,1,0,0,1,1,70.3,4.8,4.5,3.0,5.2,Beginner,Basic,1,11,$$,Common,Umami,Soft,Evening,Fall,0.6,1.9,0,0,1,High,Side Dish,4.09,Hot
232,Recipe_232_Mediterranean_breakfast,Instructions for recipe 232,9,30,Basic,Mediterranean,breakfast,133.4,2.4,21.2,2.3,0,0,0,0,0,0,0,1,1,72.1,2.7,9.5,0.8,3.2,Beginner,Professional,1,56,$$$,Rare,Sweet,Creamy,Morning,Fall,3.1,6.7,1,0,0,High,Complete Meal,19.37,Cold
233,Recipe_233_Mexican_lunch,Instructions for recipe 233,33,41,Intermediate,Mexican,lunch,369.0,16.5,66.9,17.0,1,0,0,0,1,1,0,1,1,72.9,7.8,8.3,0.3,6.3,Advanced,Specialized,1,51,$$$,Rare,Sweet,Crunchy,Afternoon,Summer,0.4,8.8,1,1,0,Medium,Side Dish,11.61,Cold
234,Recipe_234_Western_lunch,Instructions for recipe 234,18,12,Basic,Western,lunch,966.4,65.8,30.2,51.9,0,0,0,0,0,0,0,0,1,48.1,9.1,5.4,3.3,11.3,Intermediate,Specialized,1,40,$$,Specialty,Spicy,Soft,Morning,Summer,4.7,7.5,1,1,0,Medium,Complete Meal,17.18,Cold
235,Recipe_235_Mexican_lunch,Instructions for recipe 235,34,90,Advanced,Mexican,lunch,679.7,15.9,87.9,31.0,0,0,0,0,1,1,0,0,1,22.8,2.3,4.6,1.0,11.3,Advanced,Professional,0,85,$$$,Common,Bitter,Chewy,Anytime,Winter,0.3,5.7,0,1,1,High,Snack,6.66,Cold
236,Recipe_236_Western_snack,Instructions for recipe 236,6,9,Basic,Western,snack,396.3,32.3,62.4,15.5,0,0,0,0,0,1,1,0,0,45.2,8.3,2.7,2.6,13.9,Intermediate,Specialized,0,113,$,Specialty,Savory,Crunchy,Anytime,Winter,0.4,1.0,0,0,0,High,Snack,6.08,Hot
237,Recipe_237_Mediterranean_lunch,Instructions for recipe 237,28,48,Intermediate,Mediterranean,lunch,1475.1,82.8,79.9,77.8,0,0,0,0,1,1,0,0,0,91.4,9.4,6.8,1.7,10.2,Advanced,Basic,1,51,$$$,Common,Spicy,Crispy,Afternoon,Summer,5.0,8.2,0,0,0,Medium,Side Dish,16.16,Room Temp
238,Recipe_238_Mexican_breakfast,Instructions for recipe 238,15,8,Basic,Mexican,breakfast,910.2,50.3,86.0,61.9,0,0,0,0,1,0,1,0,1,87.6,7.6,0.4,3.4,11.5,Beginner,Specialized,0,75,$$$,Common,Sweet,Soft,Evening,Spring,0.2,4.4,1,0,0,High,Complete Meal,14.53,Hot
239,Recipe_239_Mediterranean_lunch,Instructions for recipe 239,21,40,Intermediate,Mediterranean,lunch,250.4,22.1,35.1,16.1,0,0,1,1,1,0,1,0,0,21.3,2.6,2.8,3.7,5.6,Beginner,Basic,0,97,$$,Rare,Umami,Creamy,Afternoon,Winter,8.1,2.3,1,0,1,High,Snack,2.8,Hot
240,Recipe_240_Indian_lunch,Instructions for recipe 240,20,43,Intermediate,Indian,lunch,670.9,33.3,101.1,39.6,0,0,1,0,1,1,1,0,1,97.8,8.9,8.0,2.0,12.6,Advanced,Basic,0,35,$$$,Common,Spicy,Creamy,Afternoon,Winter,0.5,2.8,0,1,1,High,Complete Meal,15.44,Hot
241,Recipe_241_Asian_breakfast,Instructions for recipe 241,5,18,Basic,Asian,breakfast,292.6,17.5,48.5,11.0,0,0,0,0,1,0,0,0,0,86.9,7.5,3.5,0.3,12.4,Beginner,Basic,0,46,$,Rare,Sweet,Chewy,Afternoon,Spring,0.0,0.8,0,1,0,Low,Complete Meal,8.42,Cold
242,Recipe_242_Asian_dinner,Instructions for recipe 242,7,25,Basic,Asian,dinner,526.1,27.6,69.8,36.1,0,0,0,0,0,0,0,0,0,98.8,4.1,9.1,0.4,11.0,Advanced,Professional,1,102,$,Rare,Sweet,Creamy,Anytime,Spring,6.0,0.8,0,0,1,Medium,Side Dish,12.04,Hot
243,Recipe_243_Indian_lunch,Instructions for recipe 243,18,25,Basic,Indian,lunch,211.5,11.6,53.1,7.7,0,0,0,0,1,0,0,1,1,37.7,3.8,8.4,3.2,6.0,Intermediate,Professional,1,93,$$$,Common,Umami,Soft,Anytime,Winter,0.1,2.9,0,1,0,High,Complete Meal,12.37,Hot
244,Recipe_244_Indian_dinner,Instructions for recipe 244,19,16,Basic,Indian,dinner,347.0,18.0,21.1,30.7,0,0,0,0,0,1,0,1,0,1.4,9.5,7.4,4.5,9.6,Beginner,Basic,1,119,$,Rare,Umami,Chewy,Evening,Summer,2.7,4.2,1,0,1,Medium,Side Dish,18.44,Hot
245,Recipe_245_Indian_dinner,Instructions for recipe 245,21,28,Intermediate,Indian,dinner,449.5,26.3,42.8,15.7,1,0,0,0,1,0,1,0,1,53.0,8.5,8.0,3.2,6.2,Intermediate,Basic,1,72,$,Rare,Bitter,Crunchy,Afternoon,All Season,6.7,0.9,0,0,0,High,Complete Meal,2.58,Hot
246,Recipe_246_Asian_dinner,Instructions for recipe 246,34,32,Intermediate,Asian,dinner,846.1,58.8,46.7,46.0,0,0,1,0,1,0,0,0,0,79.8,3.6,0.8,3.8,10.3,Intermediate,Professional,1,47,$,Common,Umami,Creamy,Afternoon,Winter,7.4,9.9,1,1,1,Low,Complete Meal,11.21,Room Temp
247,Recipe_247_Indian_breakfast,Instructions for recipe 247,75,85,Advanced,Indian,breakfast,811.4,29.7,172.2,28.6,0,0,0,0,0,0,1,0,1,88.1,3.7,4.1,3.8,5.4,Beginner,Professional,0,8,$,Specialty,Savory,Chewy,Evening,Fall,8.6,8.4,1,1,0,Medium,Snack,11.64,Room Temp
248,Recipe_248_Indian_snack,Instructions for recipe 248,9,30,Basic,Indian,snack,255.6,11.0,33.0,7.7,1,0,0,0,1,0,0,0,0,80.9,6.0,6.7,3.7,12.8,Advanced,Basic,0,69,$$$,Specialty,Umami,Crispy,Afternoon,Fall,5.4,5.5,0,1,1,Low,Snack,13.1,Room Temp
249,Recipe_249_Mediterranean_lunch,Instructions for recipe 249,45,118,Advanced,Mediterranean,lunch,1555.4,104.6,110.2,69.2,1,0,0,0,1,1,0,1,0,52.1,0.5,1.1,1.2,3.9,Advanced,Specialized,1,79,$$,Rare,Umami,Crispy,Afternoon,Fall,3.8,8.4,1,0,1,Low,Snack,3.71,Room Temp
250,Recipe_250_Western_lunch,Instructions for recipe 250,36,25,Intermediate,Western,lunch,679.2,28.3,81.5,29.2,0,0,0,0,0,0,0,0,1,87.4,7.2,1.8,3.4,3.0,Advanced,Specialized,0,19,$,Specialty,Savory,Crunchy,Evening,Spring,8.5,8.6,0,0,1,High,Complete Meal,5.01,Cold
251,Recipe_251_Mexican_dinner,Instructions for recipe 251,21,48,Intermediate,Mexican,dinner,766.9,32.1,109.9,28.5,1,1,0,0,1,1,0,1,1,15.5,9.0,8.3,3.5,4.0,Beginner,Specialized,1,101,$$,Specialty,Bitter,Creamy,Morning,Fall,0.4,1.2,0,0,1,Low,Side Dish,14.28,Room Temp
252,Recipe_252_Western_snack,Instructions for recipe 252,13,25,Basic,Western,snack,599.7,30.2,60.4,29.7,1,1,0,0,1,0,0,1,1,18.4,2.0,4.3,1.5,6.9,Advanced,Basic,1,44,$,Common,Savory,Chewy,Afternoon,Summer,7.6,1.9,1,1,1,Medium,Side Dish,13.73,Cold
253,Recipe_253_Asian_snack,Instructions for recipe 253,18,18,Basic,Asian,snack,362.6,27.4,24.2,10.0,0,0,0,0,0,1,0,1,1,75.2,2.0,1.5,3.8,13.4,Beginner,Basic,1,94,$,Rare,Spicy,Chewy,Afternoon,Fall,2.7,3.0,0,0,1,Medium,Complete Meal,17.09,Room Temp
254,Recipe_254_Mediterranean_breakfast,Instructions for recipe 254,18,6,Basic,Mediterranean,breakfast,345.2,19.5,79.5,12.2,0,0,0,0,1,1,1,0,0,94.5,3.0,8.5,1.1,11.6,Intermediate,Basic,1,54,$$,Specialty,Umami,Soft,Morning,Winter,6.1,8.3,0,0,0,Low,Snack,2.65,Cold
255,Recipe_255_Asian_dinner,Instructions for recipe 255,39,53,Intermediate,Asian,dinner,480.2,21.8,24.3,43.3,0,0,0,0,0,1,1,1,1,23.8,1.6,6.5,1.2,14.6,Advanced,Specialized,0,5,$$,Specialty,Bitter,Crispy,Anytime,Summer,4.1,5.7,1,1,0,Low,Side Dish,5.39,Room Temp
256,Recipe_256_Asian_breakfast,Instructions for recipe 256,85,89,Advanced,Asian,breakfast,1207.8,86.2,96.5,58.7,0,0,0,0,0,1,0,0,1,49.7,9.5,9.1,1.1,7.1,Advanced,Specialized,0,79,$,Rare,Savory,Creamy,Afternoon,Fall,6.3,9.1,1,0,1,Medium,Side Dish,18.84,Room Temp
257,Recipe_257_Mediterranean_lunch,Instructions for recipe 257,17,39,Intermediate,Mediterranean,lunch,515.6,28.0,55.9,22.3,0,0,0,0,0,1,1,0,0,66.5,9.7,9.3,1.4,14.6,Advanced,Professional,0,78,$$$,Common,Umami,Creamy,Anytime,Summer,4.3,7.0,0,1,0,High,Side Dish,7.25,Hot
258,Recipe_258_Mediterranean_lunch,Instructions for recipe 258,59,48,Advanced,Mediterranean,lunch,1455.2,109.8,191.6,70.5,1,0,0,0,0,0,0,1,0,58.0,0.9,5.2,2.8,0.2,Advanced,Specialized,1,104,$,Rare,Sweet,Soft,Anytime,Spring,5.5,8.4,1,0,0,High,Complete Meal,9.02,Cold
259,Recipe_259_Western_lunch,Instructions for recipe 259,21,21,Intermediate,Western,lunch,638.5,28.6,70.4,34.1,1,0,0,0,0,1,0,0,0,30.8,4.0,9.6,3.8,10.4,Beginner,Specialized,0,19,$$$,Common,Savory,Crispy,Anytime,Summer,2.8,8.9,1,0,1,Low,Side Dish,13.62,Room Temp
260,Recipe_260_Asian_snack,Instructions for recipe 260,7,30,Basic,Asian,snack,174.9,12.1,17.5,12.1,0,0,0,0,1,0,1,0,1,43.5,2.1,4.7,3.5,12.8,Beginner,Specialized,1,45,$$$,Rare,Umami,Creamy,Afternoon,Fall,9.2,0.4,1,1,1,High,Complete Meal,15.72,Hot
261,Recipe_261_Asian_breakfast,Instructions for recipe 261,16,24,Basic,Asian,breakfast,542.4,22.3,37.0,37.2,0,0,0,0,1,1,0,1,1,53.0,4.2,5.9,0.2,6.8,Beginner,Basic,0,49,$$,Rare,Spicy,Crunchy,Anytime,Winter,3.8,6.6,1,1,1,Medium,Complete Meal,17.32,Room Temp
262,Recipe_262_Mexican_lunch,Instructions for recipe 262,8,10,Basic,Mexican,lunch,821.6,38.8,104.8,45.5,0,0,0,0,0,1,0,1,1,67.4,7.6,9.8,3.5,9.9,Advanced,Basic,0,85,$,Specialty,Sweet,Soft,Evening,All Season,5.0,4.6,0,1,0,High,Complete Meal,3.43,Hot
263,Recipe_263_Indian_dinner,Instructions for recipe 263,11,12,Basic,Indian,dinner,929.6,39.9,83.1,55.5,0,0,0,0,0,0,0,0,0,67.1,7.8,4.5,0.3,12.0,Intermediate,Basic,1,95,$,Rare,Umami,Crispy,Anytime,Fall,4.1,9.4,1,0,1,Low,Complete Meal,14.88,Room Temp
264,Recipe_264_Mexican_lunch,Instructions for recipe 264,58,58,Advanced,Mexican,lunch,970.8,37.9,75.3,53.2,0,0,0,0,0,1,0,0,0,76.8,8.9,3.4,3.8,7.7,Beginner,Specialized,1,70,$$,Rare,Sweet,Soft,Anytime,All Season,5.7,5.8,0,0,1,Low,Side Dish,7.07,Room Temp
265,Recipe_265_Western_lunch,Instructions for recipe 265,50,65,Advanced,Western,lunch,463.5,21.4,75.8,22.7,0,0,0,0,1,1,0,1,1,91.1,3.1,0.7,4.9,10.0,Advanced,Specialized,1,108,$$,Rare,Bitter,Crispy,Morning,Winter,6.8,3.0,1,1,1,Low,Complete Meal,18.16,Room Temp
266,Recipe_266_Asian_breakfast,Instructions for recipe 266,33,50,Intermediate,Asian,breakfast,561.0,23.9,43.9,43.7,0,0,0,0,1,0,0,1,0,88.4,7.3,8.5,2.1,14.9,Advanced,Professional,1,14,$,Common,Bitter,Chewy,Evening,Spring,4.2,0.3,0,0,0,Medium,Complete Meal,2.56,Cold
267,Recipe_267_Western_lunch,Instructions for recipe 267,6,6,Basic,Western,lunch,708.4,36.9,69.5,32.1,0,0,0,0,1,0,0,1,1,37.0,8.2,0.3,1.2,2.1,Advanced,Basic,0,98,$$$,Rare,Spicy,Crunchy,Evening,Summer,3.2,6.9,0,0,0,Medium,Complete Meal,12.53,Cold
268,Recipe_268_Mediterranean_dinner,Instructions for recipe 268,39,84,Advanced,Mediterranean,dinner,1359.9,59.2,145.8,79.3,0,0,0,0,1,0,0,0,1,77.4,7.7,4.9,4.1,11.3,Advanced,Basic,0,116,$,Rare,Sweet,Chewy,Anytime,Fall,8.7,1.7,1,0,1,Medium,Snack,12.98,Hot
269,Recipe_269_Indian_dinner,Instructions for recipe 269,50,56,Advanced,Indian,dinner,904.4,33.9,94.0,60.9,0,0,0,0,0,0,0,1,0,85.2,7.8,4.5,2.2,11.2,Beginner,Basic,0,105,$,Specialty,Bitter,Crunchy,Morning,Fall,3.7,8.5,1,0,1,High,Complete Meal,14.36,Cold
270,Recipe_270_Mexican_lunch,Instructions for recipe 270,34,86,Advanced,Mexican,lunch,716.8,21.0,96.1,26.3,0,0,0,0,0,1,0,0,0,66.8,1.4,8.9,1.8,0.9,Beginner,Professional,0,44,$$$,Common,Savory,Crispy,Anytime,Winter,3.2,8.9,0,0,1,High,Complete Meal,11.12,Cold
271,Recipe_271_Indian_breakfast,Instructions for recipe 271,11,24,Basic,Indian,breakfast,1142.6,69.7,95.0,64.6,0,0,0,0,1,0,0,1,1,72.0,9.5,1.3,0.4,2.5,Advanced,Basic,1,114,$$$,Rare,Savory,Chewy,Morning,Winter,9.2,4.6,0,1,1,Low,Side Dish,4.04,Cold
272,Recipe_272_Asian_snack,Instructions for recipe 272,56,66,Advanced,Asian,snack,847.7,30.3,175.4,30.6,0,0,0,0,1,1,0,1,1,84.9,3.0,4.7,0.7,11.4,Beginner,Basic,0,49,$,Common,Sweet,Crunchy,Evening,Fall,9.7,0.3,1,0,1,Medium,Complete Meal,11.24,Hot
273,Recipe_273_Western_breakfast,Instructions for recipe 273,35,49,Intermediate,Western,breakfast,644.1,27.4,89.7,31.5,0,0,1,0,0,1,1,0,1,26.5,0.6,10.0,0.8,14.1,Beginner,Basic,1,19,$$$,Rare,Bitter,Crispy,Evening,Spring,4.9,5.7,1,0,1,Medium,Snack,5.39,Cold
274,Recipe_274_Indian_dinner,Instructions for recipe 274,70,119,Advanced,Indian,dinner,1557.6,95.3,118.4,84.7,0,0,0,0,1,0,0,0,1,6.9,4.0,5.4,0.5,12.2,Advanced,Professional,1,56,$$$,Rare,Bitter,Creamy,Evening,All Season,7.7,8.3,1,0,0,Low,Side Dish,19.43,Cold
275,Recipe_275_Mediterranean_dinner,Instructions for recipe 275,26,23,Intermediate,Mediterranean,dinner,1177.3,75.7,87.8,87.3,1,0,0,0,1,0,0,0,0,71.8,4.9,2.9,0.8,3.5,Beginner,Basic,0,116,$$,Rare,Umami,Chewy,Anytime,Winter,2.5,4.8,0,0,0,High,Complete Meal,12.53,Cold
276,Recipe_276_Mexican_breakfast,Instructions for recipe 276,73,113,Advanced,Mexican,breakfast,602.8,17.0,61.5,31.9,0,0,0,0,1,1,1,0,0,75.7,8.3,2.6,3.9,2.0,Advanced,Specialized,1,65,$$$,Specialty,Umami,Crispy,Morning,Spring,1.2,9.2,1,1,0,High,Snack,7.57,Cold
277,Recipe_277_Mexican_dinner,Instructions for recipe 277,79,111,Advanced,Mexican,dinner,1787.7,105.6,201.1,75.1,1,0,0,0,0,1,0,1,0,83.7,9.2,7.4,3.4,2.2,Intermediate,Professional,0,69,$$$,Rare,Umami,Creamy,Evening,Winter,0.7,9.8,1,0,0,Medium,Complete Meal,16.09,Hot
278,Recipe_278_Mediterranean_dinner,Instructions for recipe 278,15,10,Basic,Mediterranean,dinner,358.3,11.6,26.8,16.6,0,0,0,1,1,0,0,0,0,46.1,4.0,6.1,3.0,6.9,Beginner,Basic,1,44,$$$,Specialty,Spicy,Chewy,Anytime,Spring,7.2,8.6,1,0,0,Medium,Snack,12.74,Cold
279,Recipe_279_Asian_snack,Instructions for recipe 279,21,25,Intermediate,Asian,snack,1249.5,79.9,59.3,53.2,0,0,0,0,1,1,0,0,0,42.7,2.3,4.1,4.5,11.1,Intermediate,Basic,1,113,$$$,Common,Spicy,Soft,Afternoon,Spring,0.9,6.9,1,1,1,High,Side Dish,5.0,Hot
280,Recipe_280_Indian_snack,Instructions for recipe 280,6,12,Basic,Indian,snack,489.1,20.2,43.5,26.8,0,0,0,0,1,0,1,1,0,62.9,2.3,1.3,3.0,14.5,Intermediate,Basic,1,78,$$,Rare,Spicy,Creamy,Anytime,Fall,5.1,6.3,1,1,1,Medium,Side Dish,17.07,Hot
281,Recipe_281_Mediterranean_snack,Instructions for recipe 281,10,11,Basic,Mediterranean,snack,423.9,12.8,54.9,20.7,0,0,0,0,0,1,0,0,0,16.7,7.1,1.3,4.4,0.7,Beginner,Specialized,1,106,$$$,Specialty,Spicy,Crunchy,Anytime,Spring,4.4,2.1,0,0,1,Medium,Complete Meal,15.48,Room Temp
282,Recipe_282_Mediterranean_breakfast,Instructions for recipe 282,7,17,Basic,Mediterranean,breakfast,544.1,23.1,90.2,27.3,0,0,0,0,1,1,1,0,0,77.2,6.4,9.2,3.9,1.3,Intermediate,Basic,1,26,$$,Common,Bitter,Chewy,Afternoon,Fall,5.9,1.4,1,0,0,Low,Side Dish,8.49,Cold
283,Recipe_283_Indian_snack,Instructions for recipe 283,11,27,Basic,Indian,snack,663.1,29.9,71.7,47.9,0,0,0,0,1,0,0,0,1,94.1,4.5,9.3,4.0,14.4,Beginner,Basic,0,45,$$$,Specialty,Umami,Creamy,Anytime,Winter,7.6,5.1,0,1,0,Low,Snack,16.14,Cold
284,Recipe_284_Indian_lunch,Instructions for recipe 284,10,14,Basic,Indian,lunch,634.1,22.6,86.6,24.7,0,0,0,0,0,1,1,0,1,82.2,4.5,5.0,1.5,1.7,Beginner,Professional,1,13,$$,Common,Spicy,Crunchy,Evening,Summer,8.8,7.9,1,1,0,Low,Snack,16.89,Cold
285,Recipe_285_Asian_lunch,Instructions for recipe 285,13,21,Basic,Asian,lunch,280.5,33.6,3.4,15.0,0,0,0,0,0,1,0,0,1,64.1,2.5,4.7,3.7,13.5,Beginner,Basic,1,60,$$,Rare,Umami,Crunchy,Anytime,Winter,3.4,0.0,1,0,1,Low,Complete Meal,13.44,Hot
286,Recipe_286_Western_snack,Instructions for recipe 286,85,119,Advanced,Western,snack,715.5,23.2,88.8,31.5,0,0,0,0,1,1,1,1,1,93.6,0.7,2.5,1.9,3.3,Beginner,Specialized,1,34,$$,Specialty,Savory,Soft,Morning,All Season,7.7,9.0,0,0,0,Low,Complete Meal,5.89,Hot
287,Recipe_287_Mexican_dinner,Instructions for recipe 287,87,59,Advanced,Mexican,dinner,863.3,43.4,74.7,39.4,0,0,0,0,0,1,0,0,0,97.4,1.2,8.6,1.2,3.6,Intermediate,Basic,1,51,$$,Rare,Sweet,Chewy,Morning,All Season,4.1,2.5,0,0,1,Medium,Snack,19.08,Cold
288,Recipe_288_Mexican_breakfast,Instructions for recipe 288,19,24,Basic,Mexican,breakfast,452.1,14.7,50.0,25.0,1,0,0,1,0,0,1,1,1,63.0,1.7,5.0,0.6,0.4,Advanced,Professional,1,103,$$$,Specialty,Savory,Crispy,Morning,Fall,9.8,8.6,0,1,1,High,Snack,6.27,Cold
289,Recipe_289_Indian_lunch,Instructions for recipe 289,85,66,Advanced,Indian,lunch,1242.3,78.5,100.9,43.2,0,0,0,0,1,1,1,1,0,25.5,3.7,5.4,2.2,4.1,Beginner,Professional,0,98,$$,Common,Bitter,Crispy,Anytime,Fall,3.9,9.7,0,0,0,Low,Complete Meal,11.68,Room Temp
290,Recipe_290_Asian_snack,Instructions for recipe 290,36,55,Advanced,Asian,snack,1381.3,69.4,86.6,94.9,0,0,0,0,1,0,0,1,1,13.6,7.0,3.5,0.7,4.4,Intermediate,Specialized,1,19,$,Common,Spicy,Creamy,Afternoon,Spring,6.4,1.1,0,0,0,Medium,Snack,12.61,Room Temp
291,Recipe_291_Asian_lunch,Instructions for recipe 291,78,105,Advanced,Asian,lunch,1576.9,97.1,99.5,102.1,0,0,0,0,0,1,1,0,1,78.1,5.5,5.4,2.0,8.2,Beginner,Professional,0,110,$,Specialty,Umami,Crispy,Afternoon,All Season,6.9,4.3,0,0,1,Medium,Complete Meal,13.18,Room Temp
292,Recipe_292_Asian_lunch,Instructions for recipe 292,16,21,Intermediate,Asian,lunch,794.9,35.1,76.0,27.8,0,0,0,0,1,1,1,1,1,75.3,3.9,7.0,1.2,1.4,Beginner,Basic,0,30,$$$,Rare,Savory,Creamy,Anytime,Fall,1.0,4.0,0,0,0,Low,Complete Meal,2.97,Room Temp
293,Recipe_293_Asian_lunch,Instructions for recipe 293,36,38,Intermediate,Asian,lunch,1104.0,54.2,85.1,59.8,0,0,0,0,0,0,1,1,1,13.7,0.6,2.8,3.5,5.3,Advanced,Specialized,0,24,$$,Specialty,Bitter,Crispy,Anytime,Fall,9.3,6.6,0,0,1,Low,Snack,9.1,Hot
294,Recipe_294_Mexican_dinner,Instructions for recipe 294,25,37,Intermediate,Mexican,dinner,569.1,51.1,49.3,24.1,0,0,0,0,0,0,1,0,0,65.3,2.3,2.2,2.7,12.4,Beginner,Basic,0,46,$,Specialty,Spicy,Crunchy,Afternoon,Summer,2.9,7.1,1,1,0,High,Snack,7.84,Cold
295,Recipe_295_Asian_dinner,Instructions for recipe 295,15,33,Intermediate,Asian,dinner,862.1,26.9,98.6,37.0,0,0,0,0,1,0,1,1,0,77.5,8.9,8.9,1.1,14.1,Advanced,Professional,1,119,$$$,Specialty,Bitter,Soft,Morning,Winter,3.4,2.0,0,0,0,Medium,Complete Meal,17.71,Hot
296,Recipe_296_Western_lunch,Instructions for recipe 296,40,43,Intermediate,Western,lunch,862.5,19.2,85.3,44.4,0,0,0,0,1,0,1,0,1,47.9,2.2,1.7,4.5,3.7,Beginner,Specialized,1,61,$,Common,Savory,Crunchy,Evening,All Season,5.9,9.0,1,0,1,Medium,Side Dish,5.36,Hot
297,Recipe_297_Mediterranean_breakfast,Instructions for recipe 297,54,64,Advanced,Mediterranean,breakfast,671.5,45.8,53.6,25.6,0,0,0,1,1,0,0,1,0,36.7,8.3,2.8,3.4,13.4,Intermediate,Basic,1,68,$$,Rare,Umami,Creamy,Evening,Fall,6.3,7.4,1,1,1,Low,Complete Meal,11.98,Room Temp
298,Recipe_298_Mexican_dinner,Instructions for recipe 298,10,26,Basic,Mexican,dinner,393.0,29.4,23.3,19.9,0,0,0,0,0,0,1,0,0,63.7,4.5,6.7,1.1,10.4,Beginner,Specialized,0,68,$$$,Rare,Umami,Soft,Evening,Winter,0.4,3.1,0,0,0,High,Snack,2.17,Room Temp
299,Recipe_299_Mexican_dinner,Instructions for recipe 299,9,23,Basic,Mexican,dinner,608.5,41.5,50.2,33.6,0,0,1,0,0,1,1,1,1,38.5,8.5,2.4,2.7,3.9,Intermediate,Basic,1,83,$$,Specialty,Savory,Creamy,Afternoon,Winter,8.4,4.3,0,1,1,Low,Complete Meal,19.26,Hot
300,Recipe_300_Western_lunch,Instructions for recipe 300,27,25,Intermediate,Western,lunch,723.0,50.7,54.9,43.3,0,0,0,0,0,0,1,0,0,99.6,9.7,2.6,2.1,0.0,Intermediate,Specialized,1,18,$$$,Common,Spicy,Crunchy,Afternoon,Spring,1.4,2.5,1,1,0,Low,Side Dish,5.56,Cold
301,Recipe_301_Western_snack,Instructions for recipe 301,13,18,Basic,Western,snack,494.4,37.6,37.9,25.7,0,0,0,0,0,0,1,0,0,17.8,8.5,6.7,1.3,1.6,Intermediate,Professional,1,93,$$,Rare,Spicy,Creamy,Morning,Summer,1.7,5.7,1,0,1,Medium,Complete Meal,14.41,Room Temp
302,Recipe_302_Mexican_dinner,Instructions for recipe 302,19,35,Intermediate,Mexican,dinner,590.4,33.8,67.3,33.4,0,0,0,0,1,0,0,0,0,92.0,4.7,2.1,2.4,14.4,Advanced,Basic,0,63,$$$,Specialty,Savory,Soft,Morning,Spring,5.0,7.4,0,1,1,Medium,Side Dish,7.08,Cold
